,emotion,gender,actor_id,intensity,statement,repetition,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
2537,happy,male,19,02,01,02,-469.57956,51.934982,-19.99557,0.8111497,-5.556519,2.3592143,-15.330853,-19.574467,-11.42396,-6.418143,1.220349,-10.4464035,-5.4253993,-1.9950097,-2.6925018,1.1992807,-6.160391,5.490705,-3.051062,-3.7513697,-6.0221653,1.4120588,-1.0099717,12.417338,16.385769,24.070595,15.937547,12.74316,-0.4930205,6.313667,1.4736747,5.676244,3.665255,1.3701097,-1.284186,6.317809,0.023972966,1.0921233,-2.0515938,0.21176417
2538,happy,male,19,02,02,01,-425.95883,53.37162,-7.4870534,11.769555,-6.4808717,2.4377265,-14.335291,-17.063805,-13.860227,-5.820874,-1.9159197,-14.341032,-2.412843,-5.4486637,-8.865012,-1.3986374,-6.847166,-6.166765,-3.36267,-4.5835476,-7.6649785,2.0376735,-2.1164148,3.744094,5.2598953,8.485232,1.7256925,8.634633,1.5826708,8.070094,8.088122,6.2477427,6.214922,7.402616,3.0539002,6.020385,0.84697074,2.0867243,1.5891421,2.2597713
2539,happy,male,19,02,02,02,-539.1226,64.40138,13.627437,20.76318,-2.0686953,5.6679997,-4.853495,-5.2116065,-11.446952,-5.2650476,0.40464443,-11.560799,-2.945155,-2.6597483,-2.9980469,-4.195807,-7.0054255,-1.4415671,-0.1960501,-3.3895583,-4.8139753,-1.8817904,-4.3448277,-4.822744,-5.6439404,-0.7726639,-5.8388805,4.4710093,0.75111884,4.5878496,2.8923318,1.6737832,0.6232543,2.9885674,2.2858813,6.2040296,1.588458,1.7882481,-0.60275596,3.336076
2540,sad,male,19,01,01,01,-695.86115,73.965004,18.46205,20.185665,9.311554,12.590288,4.6832466,-4.4093347,-1.9236958,0.62680995,2.6906154,-3.5597773,2.813466,-0.23463209,3.8299315,3.7650476,-4.1123214,2.557274,-0.5598185,3.3127341,-5.927505,0.6148103,-1.0496539,-2.8613887,-0.5045043,1.0432014,-2.4674704,1.5428313,-1.4916523,2.6752555,-0.4146284,-1.4116846,-1.7395668,-0.94307405,-1.3772608,1.0485533,-1.5606172,-2.1290293,-3.2500584,-1.7792931
2541,sad,male,19,01,01,02,-704.8326,80.50724,17.329922,20.266428,9.689835,14.964665,1.8438078,-8.788295,-1.7576566,-1.0475321,1.3826257,-4.543515,-0.46496975,-0.6701704,2.6845999,4.432289,-4.109895,0.6195678,-1.5963852,1.3928293,-5.676789,-0.34352311,-3.4335318,-1.4101571,-2.3994238,1.9607371,-2.8551292,2.405555,-0.81304544,1.977603,-1.2314953,-0.54643345,-1.450915,0.88384634,-1.7467475,1.9407619,-2.4507108,-1.6542441,-3.4483259,-1.4835222
2542,sad,male,19,01,02,01,-679.7133,84.32301,8.614999,13.921671,7.8595343,15.079958,-0.26781437,-13.179979,-5.7185874,5.143061,5.470612,-6.5501657,5.174069,-1.3628796,0.38857287,5.983977,-1.0724468,-1.6874923,1.5217888,2.5060313,-6.3523703,0.12183803,-5.1889806,-1.0124313,-2.215662,0.6652368,-0.4394131,1.9375834,0.51871526,1.1672611,-0.6118243,-1.9526876,-3.1003792,0.49815997,-2.1963556,2.3083103,-2.4704587,-1.7681481,-2.7847922,-1.0923281
2543,sad,male,19,01,02,02,-692.34125,91.44678,16.532598,24.714525,7.978659,14.212346,2.8237107,-6.467539,-6.0330753,0.39113817,5.7333407,-2.3987858,5.832943,1.228368,-1.3668572,5.3444514,-3.0197537,-2.110909,-1.9673333,2.7987487,-5.7216234,2.7394092,-3.3481956,-2.605135,-1.9005072,-0.68290615,-3.1483219,3.0252357,-1.2962081,1.6286901,-1.8415147,-1.0733573,-1.671529,-1.0384696,-1.7288185,0.7099723,-2.0271301,-3.9086425,-2.6777546,-3.085584
2544,sad,male,19,02,01,01,-473.39746,61.265125,2.7180724,18.05246,10.198808,2.969199,-13.634992,-7.72038,-5.798426,-9.489236,-3.864147,-7.6508904,-5.2362323,-2.4005198,-2.596044,-1.343573,-2.4254436,1.4830699,-1.1060287,4.000886,0.52520746,3.0655248,-0.85761535,3.4478366,0.322791,3.7205663,0.92228514,4.386052,4.632749,7.171303,5.54484,6.655199,1.6871756,5.8689256,4.544848,5.6532826,2.9670217,3.4072497,1.8935974,5.8908844
2545,sad,male,19,02,01,02,-608.784,75.22428,-1.0627301,18.37464,6.3877897,5.208963,-9.233605,-7.291374,-6.60983,-9.636076,-0.9576296,-4.1465235,-5.2732964,-1.5039587,-2.5233994,-4.1463847,-1.7085934,0.970624,-2.69418,2.693288,-1.9838712,0.34205264,-5.642298,4.09494,-3.9912791,-1.3722103,0.4054995,1.9954369,-1.6401529,1.9484833,2.233335,0.13674933,-1.093811,2.3988345,1.0399168,3.7096736,1.3964071,2.2681875,-1.184262,3.6952481
2546,sad,male,19,02,02,01,-618.989,69.847565,5.867964,13.84242,3.9402015,5.9270344,-11.024403,-4.8784237,-2.099834,-11.542993,-6.544207,-2.0907698,-3.080512,-3.9404805,-1.1821058,-2.4767709,-2.6787198,0.42067447,-2.4614313,2.5504463,-0.19998838,-2.7866764,-3.3412158,1.4555376,-3.7542796,1.3883165,-0.43557012,3.490624,-0.5276834,2.5412092,1.0956111,0.11652913,-2.802288,0.7857868,1.1377925,1.2929945,0.32187498,-0.08889058,-0.31837994,3.4796746
2547,sad,male,19,02,02,02,-571.76526,80.247116,0.28612763,17.562529,10.220887,7.616916,-12.322514,-2.3166199,-4.499249,-13.46861,-2.2825718,-5.103712,-2.5566106,2.1392207,1.8958176,2.1959033,-1.092599,2.5145032,0.20372248,7.0381284,-2.0811915,-1.0243362,-0.62300605,4.377501,-0.13606931,2.8112192,0.43268573,5.47663,1.0090272,2.9527798,2.164974,1.8175701,-0.55356437,3.3910022,6.7815366,6.4621005,7.896921,10.343414,9.042963,12.558038
2548,angry,male,19,01,01,01,-480.5098,58.46603,-8.39437,14.964183,-0.8091799,-2.205813,-4.133265,-5.820009,-12.004631,-5.4827423,4.989948,-7.7425485,-0.9076618,-1.8195454,-4.9909563,0.5644343,-3.631445,-2.0701146,-0.6001836,-2.0362222,-3.9519372,-0.35630894,-2.939898,0.33305782,2.0966556,4.035273,-0.39741468,5.4291763,2.103269,3.8948467,4.0576534,2.2234006,1.639671,2.637162,1.5383054,4.419208,-0.0883451,0.5538407,-0.4151609,2.293854
2549,angry,male,19,01,01,02,-524.9309,65.53576,-3.4010108,19.443802,4.548169,1.3713222,-4.332829,-2.9588323,-10.166839,-2.212721,4.7089386,-8.965581,0.8772604,0.24854058,-4.7495604,1.6815735,-4.380103,-0.857282,0.6732643,0.9356957,-2.3257754,-0.9620258,-3.3062985,-0.41890234,-1.654221,-0.013549848,-2.7398124,1.4613161,-2.0931687,-0.6208136,-0.3697449,-1.8685174,-0.06402329,-0.45700708,-0.73471165,3.730075,-0.58052266,1.4355507,-0.4705205,1.9035238
2550,angry,male,19,01,02,01,-570.168,51.05546,8.689308,16.339573,-0.25041896,0.6890676,-5.462102,-6.6999145,-7.4022193,-0.7320094,-0.20192789,-7.89554,2.8378375,-1.9567624,-4.263212,-0.8830935,-5.089313,0.46685287,4.331693,-1.3889823,-4.0330744,-1.5151198,-5.6596665,-2.633733,-1.6067144,1.3214662,2.1127024,3.8575804,-0.32154265,-0.117772505,-1.8546406,-1.0461291,-0.8025046,2.541556,0.059528846,0.56875247,-3.3011339,-1.1987009,-0.97187144,0.63227564
2551,angry,male,19,01,02,02,-516.71063,55.133183,7.434063,20.307646,0.38756734,-2.6199749,-2.5893614,-2.754408,-12.191547,-3.632877,1.2168441,-9.668282,-1.0455458,-1.5055768,-2.393004,-1.0427077,-4.666733,-0.17386155,-0.28378668,-1.1577104,-4.6860194,1.4770036,-3.0745015,-5.346976,-3.6771162,-0.15090285,-4.347447,1.5033743,-1.481305,-0.6915149,-0.0017564921,-0.3885336,0.5874298,3.3164005,4.019508,5.765867,3.342371,2.7169065,1.4978977,3.6009645
2552,angry,male,19,02,01,01,-343.57397,40.005806,-26.581408,9.340962,-10.018591,-13.741138,-9.097673,-3.5344336,-15.62115,-5.70633,2.2593918,-13.266726,1.6682549,-2.6593416,-9.540109,-2.2795174,-4.8778677,-5.0573807,2.8975394,1.6075618,1.218049,5.5962205,0.72413963,6.6941943,4.670237,6.1543646,1.5170529,7.2480817,4.019631,4.647537,2.8518138,0.47833416,2.2866094,5.022232,1.9528085,3.455055,0.058097485,0.9286747,0.48755226,0.6896658
2553,angry,male,19,02,01,02,-249.01836,39.957806,-52.39852,6.6413393,-25.866095,-21.192686,-12.774376,-4.497311,-17.726234,-8.417142,5.409573,-17.263054,-0.17807153,-6.1848025,-12.110473,-3.1317348,-1.2386165,-7.74446,9.904815,10.693009,9.658399,17.44983,10.78781,4.43794,0.57777506,9.866459,-1.0736076,9.333713,-0.19654535,2.3644829,3.6943028,3.2880456,0.36567017,3.0552316,-2.3665235,4.7611694,2.1311975,1.4047323,1.428789,7.987885
2554,angry,male,19,02,02,01,-223.54163,41.053562,-47.855663,-4.5642333,-22.74193,-15.233072,-16.970068,-4.0806828,-16.954718,-6.5903196,4.1626563,-16.470533,0.36030614,-9.448791,-11.553025,-7.509405,-1.745527,-5.3907776,10.0955105,9.0180235,4.2610106,10.538843,8.135327,-1.1918192,0.36638945,5.221214,-4.877,6.310407,-0.35654745,3.4007487,1.8083506,1.5514944,-3.2255967,4.071382,-0.48369586,2.2601473,1.5107267,2.2026846,2.6708574,5.6310105
2555,angry,male,19,02,02,02,-335.86856,37.851948,-29.370789,12.553778,-10.56295,-16.85874,-12.838974,-5.252549,-18.19393,-6.2799807,3.4850585,-13.14294,-1.1735035,-4.3364444,-13.916496,-5.8710165,-7.415144,-10.729367,1.745547,1.4382399,-2.3140526,2.7122586,2.5059707,-0.40141132,2.9553254,7.3943415,3.1188545,10.228771,6.1968775,2.484165,1.7808461,2.34708,-0.39894402,3.8638103,-1.1151037,3.244601,-0.18565536,-0.26034278,1.8652862,5.9267225
2556,fear,male,19,01,01,01,-562.3487,63.481026,-4.3365335,17.760553,2.094512,-1.0025985,-8.980338,-11.206542,-7.530599,-4.687597,-0.24187505,-12.221616,0.6471053,-1.8043605,-6.726317,1.0987506,-5.2609797,-1.8287312,0.905792,-1.4845066,-5.080234,-4.5587463,-4.911834,-2.9757686,-5.9668465,-0.38379177,-4.065231,2.172604,-2.2816224,0.48659468,2.9054344,-2.2016935,0.31435892,2.3100128,-0.95319545,4.1863966,1.3111645,2.0944197,0.21827099,3.3864188
2557,fear,male,19,01,01,02,-612.38965,62.198605,3.839272,15.713622,9.131974,4.437139,-9.55445,-9.361875,-2.9029639,-0.54426056,-0.30376652,-3.6850145,0.15567486,2.1961496,-1.6928092,5.748195,-0.98896646,-2.4527643,-2.1699464,2.4751544,-2.4792378,-3.5155523,-2.7368305,-0.10200051,-3.9619544,3.8651323,0.2523488,3.3442295,-0.47773868,2.1280785,3.6544912,2.2775764,4.7716928,9.2181835,5.276912,4.8209043,1.1188852,-0.6258735,-0.54578,4.777141
2558,fear,male,19,01,02,01,-571.13245,40.25893,-0.59728396,16.284744,-2.4844027,10.136577,-9.253441,-16.107422,-4.457113,-3.2349591,-4.739899,-9.048105,-1.1898985,-1.9203699,-4.7356777,1.62122,-7.686172,-5.304886,-0.51285046,-1.9974394,-6.2606378,-4.6562943,-3.8201365,0.42701018,-2.4997008,7.358534,4.3883066,3.8891845,1.9065825,5.7926874,4.3858814,6.308751,6.950888,8.631369,4.6441283,4.849679,1.8183914,2.232033,2.372757,7.4978447
2559,fear,male,19,01,02,02,-616.6107,63.89807,14.427341,22.1202,4.5626264,9.251787,-5.502959,-11.038118,-3.941216,1.7188814,-1.45107,-5.352661,3.1060348,-0.73171425,-3.3655276,4.989185,-3.8983717,-2.161313,0.08110071,2.6183515,-2.5339231,-3.4825635,-0.53004223,-0.40043688,-6.0604205,5.268134,-1.9763498,2.210504,0.8203928,1.0227281,1.9016216,-0.40509072,-0.4499165,1.895518,0.9739684,0.0021201281,0.5772438,1.7100182,1.6504444,6.746437
2560,fear,male,19,02,01,01,-430.05264,53.242855,-41.413193,4.60527,-7.640214,-5.027637,-25.066359,-18.801855,-17.357206,-10.758995,4.2906837,-21.232584,1.5543643,10.399844,-7.211904,5.462238,-0.104393356,-2.3343506,2.3786194,6.3678184,2.1583357,3.238762,9.677057,13.824566,8.104452,11.642128,1.4250877,4.492454,1.9455324,1.1125273,4.2283797,2.1605773,-0.21610427,1.4250462,5.776327,2.9837093,-1.9858958,0.06847106,-1.8205788,0.9315891
2561,fear,male,19,02,01,02,-350.6537,19.458376,-38.324287,-1.6889447,-20.223343,-14.928912,-26.05974,-24.350763,-13.63923,-7.878514,-4.3731194,0.922243,3.43113,15.977692,-2.336601,-4.9103637,-5.2085576,-7.2136774,3.9660063,16.473774,10.041488,9.572777,7.3173757,13.491803,-1.9502958,1.5591667,1.8093338,5.426837,-0.9065534,-1.9168966,-1.4165745,1.7139341,-1.785824,1.8182572,-0.58414626,-0.63737994,0.44481352,5.0112596,-2.7808287,4.7272444
2562,fear,male,19,02,02,01,-428.02774,21.321379,-22.414564,-3.5335312,-16.10264,-3.7959774,-14.502672,-14.762478,-3.829244,-5.1558323,-3.0053036,-6.5007625,7.0243917,3.488078,2.6906033,6.4347005,1.6492476,-1.9647255,10.142772,11.40868,6.311033,7.022208,5.5732536,3.5166872,1.4650416,9.176645,2.1563625,3.517789,2.2105794,2.9057808,0.13569805,2.3743951,-0.2845824,2.2407923,2.567604,7.368581,0.3792447,0.49159616,2.0233738,7.0658975
2563,fear,male,19,02,02,02,-362.33444,21.804049,-29.213888,1.6016759,-17.024725,-5.1882625,-18.929596,-21.959131,-5.095291,-4.928294,-3.6984916,-8.536628,5.0156326,3.3944204,-1.9820876,7.500657,-0.101640575,7.7754498,13.163418,16.204407,8.366454,1.721099,1.334161,1.8839967,-1.9233402,8.425981,1.6804254,1.7785177,1.4063829,5.9668403,2.0602224,0.61093694,1.4727151,2.4633205,4.065503,6.0946484,2.1945672,5.195584,3.0369732,4.4675584
2564,disgust,male,19,01,01,01,-543.31866,81.438194,7.204428,21.961494,-7.0686073,2.26249,-9.29247,-12.8225155,-6.2685905,-12.061727,2.704736,-8.728967,2.3631012,-6.821939,-5.6649027,3.7520325,-6.8038015,-2.5012376,-3.125452,0.5241129,-6.0523787,-4.467974,-4.2876954,-2.904768,-4.3297176,-0.60622364,-2.8901336,1.1060869,-3.2672036,2.45822,-1.7529098,-1.3104385,-0.24017358,2.9069858,1.4138519,0.29771334,-2.8136384,-2.6172554,-3.2645798,1.6707432
2565,disgust,male,19,01,01,02,-526.5382,80.423256,-0.649207,15.74156,-2.5732005,1.7025108,-11.64774,-17.451803,-3.9974647,-6.96052,-2.4086509,-9.686217,1.8863475,-11.300815,-7.399077,2.5046468,-7.8181996,-0.7884485,-3.9899123,0.5422346,-3.582565,-3.1717389,-3.6918137,0.39965373,-4.019506,3.8726976,-3.8977127,4.0008698,-2.0296392,0.7423083,-3.2299843,0.6284542,-0.19462843,2.1732354,2.4820127,2.3621511,1.5840154,1.9241346,1.5612072,3.4857397
2566,disgust,male,19,01,02,01,-543.819,71.30194,11.991823,16.416573,-6.611796,7.264685,-10.863125,-12.217501,-6.287007,-1.1531677,-1.4604207,-8.244013,3.0468953,-6.654667,-0.6820965,1.9012948,-4.518049,-1.279824,-2.5923645,4.89736,-3.324419,-1.347523,-2.9079309,-1.0412579,-4.182124,1.9234967,-2.5131564,1.2994436,-1.4372396,2.282784,2.5490916,3.6216962,4.7756767,5.5741863,2.2125854,3.742559,0.68997043,0.846059,-0.31687447,3.3532784
2567,disgust,male,19,01,02,02,-568.9584,63.643375,2.089169,8.640843,-9.831456,1.4247785,-9.780663,-14.179612,-7.2405443,-5.7515564,-0.45305175,-9.977816,-0.5573768,-7.735507,-6.844026,0.4960421,-7.6457157,-0.8362653,-1.1051753,1.0848764,-3.036293,-3.871769,-4.3538246,-1.869374,-6.0439463,0.81632864,-3.4815829,2.49613,0.9864814,3.230418,0.37253937,-0.7288502,-0.9657108,2.1868958,0.9335173,3.1596756,-0.38049033,0.5642191,0.5517565,2.6634016
2568,disgust,male,19,02,01,01,-467.0446,37.694706,-0.5927758,17.520407,-4.5450697,-2.6830218,-9.790959,-13.931299,-10.238041,-13.305015,0.5180192,-8.78599,-8.472743,1.9198323,-7.8851495,1.571055,-3.6504445,4.6299124,3.7030458,5.6492124,-0.67601633,0.52963585,-3.8277128,0.30118155,-1.4388374,0.7776948,-3.7638574,5.780449,5.195053,8.406517,5.0502987,3.089348,2.0833755,6.13547,5.942898,11.617902,7.1396003,3.759259,-1.2479322,2.0902128
2569,disgust,male,19,02,01,02,-460.65308,26.320583,-16.703167,13.610468,-14.053087,-5.3054833,-13.252536,-12.472674,-10.916789,-10.784216,-3.3630486,-10.601079,-2.9985917,-5.531897,-8.366074,1.8778001,-4.3165407,-0.62124705,-0.37977672,-1.6693016,0.40606526,3.566073,-0.019337347,6.672477,0.4374211,6.281221,2.6077151,3.7200565,3.0163596,2.1630733,2.97895,3.050317,0.20574906,4.4708347,4.502315,4.747319,1.6090152,1.8105574,-0.42505652,3.3702586
2570,disgust,male,19,02,02,01,-355.12933,-10.567434,-9.400571,11.309601,-33.458603,-3.7292695,-19.498573,-20.83084,-8.345568,-9.052025,-4.0096946,-7.973078,-6.0230374,-4.1162457,-4.804183,2.721287,-3.6195984,14.430427,10.27431,5.7162538,4.3073354,4.602019,1.5746006,11.131301,11.251069,12.410841,0.585366,7.289251,6.2419662,5.864819,2.7926965,-0.043844428,0.8680468,6.334047,6.4313025,8.125199,2.718072,3.4721472,-0.70848083,4.501121
2571,disgust,male,19,02,02,02,-391.70877,38.86633,-0.23772536,25.370043,-1.4870759,-5.0429707,-6.56571,-8.247936,-12.113426,-4.897949,2.596872,-9.970773,-2.1667013,-0.39221972,-10.538696,3.6486812,-3.1563182,-0.8104155,0.0011410053,1.9544923,-1.548375,1.4978634,-0.14286287,7.8552732,1.0860342,4.900898,-0.39599815,4.4701066,1.4891777,7.087646,5.1817575,2.4814026,2.369545,9.514438,8.174326,6.1512995,3.3609838,4.1585712,2.2079651,5.655411
2572,surprise,male,19,01,01,01,-616.6786,83.614784,6.915461,17.972599,4.755368,6.947921,-3.4693143,-11.382066,-10.481738,-4.71725,-1.0745251,-6.9241633,1.3120753,-1.4988534,-2.6399908,4.258615,-3.0175736,-1.9960935,2.0748844,1.2280957,-1.4656949,-0.42065594,-1.7695358,-1.1072887,-0.812285,0.89155525,0.19461858,2.9815507,2.2143345,2.1567998,1.8906411,1.113939,-0.81860435,3.1843355,0.53553104,3.6333394,-1.0739707,1.5663271,-1.2987629,2.7497177
2573,surprise,male,19,01,01,02,-620.15936,86.199326,1.807523,9.713677,-1.7134874,3.4534428,-5.843059,-12.322866,-5.323282,-7.2547984,0.74081033,-6.3725085,1.3940452,-1.959198,-8.885581,3.0348325,-6.5737896,-2.0855992,1.9688288,1.8759962,-2.4852347,-4.727908,-3.4753523,-1.2576437,-4.223716,1.4265094,-3.979216,2.4890292,-0.56403947,-0.978746,0.847668,-0.307163,-1.6816106,2.0094295,0.8164507,0.5562496,-1.489969,-0.8268357,-1.8948505,1.3787193
2574,surprise,male,19,01,02,01,-595.4555,82.52711,12.173162,28.175058,-1.2699212,2.4027097,-0.07616296,-14.028659,-5.0120764,1.9696721,-2.1554663,-8.641624,2.9419382,-4.663713,-7.7494555,7.163702,-11.176111,-4.22359,0.8181198,0.7607211,-5.762394,-2.4628403,-2.5834215,-2.427004,-3.130744,3.855311,-4.256528,4.4427876,-1.7849038,0.53408307,-1.004618,1.509388,0.7313977,2.3833318,-2.0637074,-0.19364436,-3.1352773,-0.70691717,-0.70454127,1.8959993
2575,surprise,male,19,01,02,02,-717.3241,74.265724,18.792515,22.575535,3.8102846,6.371618,3.5116882,-4.3218513,-5.7231226,1.3127654,2.79363,-4.492662,4.194981,-1.0008235,-0.9951149,3.563995,-2.6968648,-0.016863668,3.5997407,2.9950616,-0.37448677,1.8029873,-1.3626572,1.0870701,-0.30861306,1.9301027,-0.2824639,2.0523612,-1.5326858,1.521987,-0.1483053,0.22586551,-0.39256367,1.435785,-0.76317,2.3252947,-1.117677,0.35882974,-0.40949738,1.4230258
2576,surprise,male,19,02,01,01,-503.34454,75.85857,2.788849,12.781182,-0.7299192,-0.28080103,-8.662746,-18.284382,-8.979579,-11.065098,-5.4333177,-10.707813,-1.5939697,-0.90086365,-6.969734,5.7401724,-8.934472,-4.873845,1.6037912,-2.1694276,-1.3082027,-2.002945,-6.9831514,-2.8791919,-7.2105947,1.1356121,-3.2380733,1.3916675,1.8557444,-0.808488,0.9083297,-1.3728838,0.5733887,3.4635108,-0.10039027,3.0798204,-2.164514,1.6581018,-2.843502,2.820837
2577,surprise,male,19,02,01,02,-478.88248,65.894714,-5.280707,18.69922,1.9446784,-3.9208958,-12.363541,-15.433378,-14.439864,-7.4418178,0.16129896,-11.923084,4.4808197,-0.2827281,-6.5576725,1.8408062,-10.668688,-6.7492967,0.24568059,-4.095594,-3.251947,-1.8817061,-4.5983562,-1.485495,-4.6142507,-0.18324107,-3.469127,1.3285798,-1.32463,-1.6580849,-1.8508859,0.41866976,-0.19390124,4.4651837,-0.8439149,3.5491726,-2.1885302,2.5827508,-0.082351096,3.4991093
2578,surprise,male,19,02,02,01,-568.4826,78.99912,5.167773,17.343065,0.7807287,-0.16565241,-3.9835472,-9.691936,-4.249928,-1.8376156,-2.7581663,-8.191741,2.9248748,-0.47705188,-0.7163483,5.325277,-6.306389,2.0819821,-1.4913182,0.9141014,-3.5822718,-2.611425,-2.8542898,-2.2119448,-2.595399,0.8136756,-1.7014908,1.6494424,0.23206283,2.425599,1.387307,2.3095465,1.838628,1.3424616,-0.45432642,0.14410739,-1.4720355,1.8422681,1.6122123,3.5469093
2579,surprise,male,19,02,02,02,-635.18866,68.755486,15.152997,18.604406,0.09292541,8.996515,-0.5209162,-8.371597,-2.3942215,-3.0693402,1.3595557,-7.121284,1.4717424,0.07821076,-1.1591839,0.17013295,-1.7817273,1.359105,3.2334242,1.3855019,-1.5436221,1.1762633,-3.3733037,-2.0300367,-3.4729493,0.2670918,-1.0437027,1.2949073,-0.11838293,1.2328336,0.8269418,0.9699884,0.4206869,1.5255451,1.2397606,3.0820498,0.27195397,0.53797275,-1.285326,1.5670766
2580,neutral,female,20,01,01,01,-688.14185,41.716988,-7.0450068,9.221196,-7.1090918,-8.261806,-8.329983,-13.570581,-5.7497225,-5.4966393,-2.5353065,-7.7585564,-5.003759,-2.7628694,-7.3300257,-6.1823635,-4.823455,-3.6750145,-4.789361,-4.0147696,-4.2153063,-2.2016437,-3.7062984,2.485264,0.8828355,1.8709702,0.97511065,0.49627328,-0.40759632,1.9419138,1.9898772,3.8711252,1.9126673,3.1415408,2.2078545,4.4246745,1.8812935,2.1437726,-2.2133543,-0.57781297
2581,neutral,female,20,01,01,02,-670.4788,41.424442,-9.09221,10.95585,-7.992073,-11.112115,-7.6440372,-14.364864,-6.4758515,-4.7638817,-5.977633,-5.742215,-6.7594876,-0.69847393,-8.561698,-5.955265,-4.486988,-4.1976767,-2.5055227,-2.6256094,0.9636376,0.9829489,-2.560478,0.98492277,-2.128401,2.3529882,4.8671575,5.7057343,2.7064073,3.6524372,-0.68350804,0.934813,-1.0945836,0.8739918,0.35690668,1.2688254,-1.2088662,-1.278068,-3.0820205,0.5803192
2582,neutral,female,20,01,02,01,-693.15955,46.34629,-2.3269353,8.423779,-5.6459284,-7.567098,-7.924099,-13.093635,-4.805934,-4.4247065,-4.756628,-6.591374,-5.0564094,-0.37965512,-7.899453,-4.4921355,-4.0313563,-3.449205,-3.8879154,-3.67497,-0.9185567,-2.1027982,-2.4212992,2.6960697,1.9811685,3.325624,3.136289,4.7764845,1.7538253,3.2345228,1.650539,3.445684,0.860917,1.6332289,-0.27239403,0.08144278,-0.92904234,0.5700072,-0.2640201,1.6478826
2583,neutral,female,20,01,02,02,-679.6365,38.594696,-6.0226645,7.7019835,-6.5688496,-9.592159,-9.202091,-14.763403,-4.5093026,-5.6505284,-4.5228777,-6.5276165,-5.1673145,-1.0723184,-9.6297655,-4.6576533,-4.449474,-3.8433099,-3.5179634,-4.081267,-1.1791301,-1.2051148,-1.2891177,4.255905,3.1341712,4.0390873,2.1935022,2.539808,-0.12325322,2.3507483,-0.5296631,1.7287316,0.877563,3.3233538,0.2116306,1.0608485,-1.7676895,0.5506134,-0.92596865,0.8335243
2584,calm,female,20,01,01,01,-746.0429,41.711243,-7.3657007,13.216363,-4.6344266,-9.358641,-10.91912,-13.542019,-5.7119346,-6.1676927,-3.649937,-8.930904,-3.5995507,-4.220012,-7.3617578,-4.607682,-6.7231836,-3.546204,-4.601584,-6.128342,-2.9859407,-3.7658737,-5.5486293,-1.2891889,-3.72583,-2.41862,-2.0281932,-1.043536,-0.1642024,2.5402403,0.26402494,4.947624,3.792296,8.420208,7.2355433,7.5712037,4.0619,2.3205705,-0.28785178,2.724584
2585,calm,female,20,01,01,02,-768.1147,38.86636,-7.899154,8.029403,-5.627952,-7.0399103,-10.614153,-13.027924,-7.9086595,-5.2293725,-6.25935,-10.836643,-4.9969926,-1.9518454,-8.826191,-6.4444327,-6.4897656,-3.8290842,-6.4827952,-6.067628,-3.0952375,-3.1725523,-3.5704541,1.103874,-1.017882,0.5782196,1.2055289,-1.3019615,0.6050124,0.6763962,0.10852742,4.32242,3.109637,7.2691364,6.889939,8.39,5.1738467,4.332258,-0.24113122,1.2404855
2586,calm,female,20,01,02,01,-780.61145,41.426872,4.206638,8.718411,-0.351469,-1.6909887,-8.469849,-11.742816,-8.744074,-4.845618,-6.256436,-6.208522,-4.4881935,-0.39104047,-10.031343,-6.2854047,-4.2840953,-2.6400816,-4.621032,-4.534005,-2.1356072,-3.2027698,-4.0651584,0.6510305,-0.11439397,1.7333082,2.2413402,1.3715477,-0.10534289,0.6662413,-1.8372114,2.4003298,0.6589238,3.7944903,3.0503652,6.3177834,4.328646,4.607129,-1.0791658,1.1715783
2587,calm,female,20,01,02,02,-755.9976,40.57126,3.3127954,8.021674,-1.6491624,-5.038024,-7.8549395,-12.024869,-4.619291,-5.1236587,-3.0521152,-7.9933014,-3.6354733,-0.38830122,-8.642987,-5.3005624,-3.7384753,-1.4281476,-5.4755416,-4.6123376,-1.8612857,-2.701801,-5.617127,-0.19666745,-4.185043,-1.2287729,0.48220313,1.5005326,3.1512113,4.1774936,1.7192085,5.399549,3.0124893,6.648766,4.967091,8.15253,3.6242437,3.232086,-1.2417433,1.6014578
2588,calm,female,20,02,01,01,-765.1522,53.78476,-3.6364717,13.259919,-2.4547646,-7.200421,-10.47626,-12.178838,-5.8306212,-6.997888,-5.6705337,-4.9010825,-3.858163,-0.9397768,-8.18271,-1.2494613,-7.2303286,-1.1059767,-2.5867474,-5.7890425,-0.19282755,-0.49921805,-2.3728495,2.4844058,-2.060028,-2.4290233,-1.3366358,-1.9224572,-0.39690295,0.53995776,-1.2037086,2.8419302,2.3196142,7.666599,7.5849867,7.391468,2.965379,1.3651508,-1.5609828,1.2942679
